┏━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━┳━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━┳━━━━━━━━━━┓
┃ query                                                ┃ model response                                                                                                                                                                                                                                       ┃ score    ┃
┡━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━╇━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━╇━━━━━━━━━━┩
│ what are some pranks with a pen i can do?            │ </s><s> Home > News & Reviews > The National                                                                                                                                                                                                         │ 2.265625 │
│                                                      │ The National Share Video For New Single, 'I Need My Girlfriend'                                                                                                                                                                                      │          │
│                                                      │ Monday, 13 February 2017 Written by Jon Stickler                                                                                                                                                                                                     │          │
│                                                      │ The National have shared a video for their new single, I Need My Girlfriend.                                                                                                                                                                         │          │
│                                                      │ The track is taken from the band's upcoming album, 'Sleep Well Beast', which is set for release on March 10 via 4AD. It's the follow-up to 2015's 'Trouble Will Find Me'.                                                                            │          │
│                                                      │ The National - I Need My Girlfriend                                                                                                                                                                                                                  │          │
│                                                      │ The National Announce New Album 'Sleep Well Beast', Share New Single 'The System Only Dreams Of Adequate Sleep'                                                                                                                                      │          │
│                                                      │ Friday, 27 January 2017 Written by Jon Stickler                                                                                                                                                                                                      │          │
│                                                      │ The National have announced the release of their new album, 'Sleep Well Beast'.                                                                                                                                                                      │          │
│                                                      │ The follow-up to 2015's 'Trouble Will Find Me' will arrive on March 10 via 4AD. The band have also shared a new single, The System Only Dreams Of Adequate S                                                                                         │          │
├──────────────────────────────────────────────────────┼──────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────┼──────────┤
│ How much alcohol can I drink per day?                │                                                                                                                                                                                                                                                      │ 3.828125 │
│                                                      │  Research suggests that moderate alcohol consumption is defined as 1-2 drinks per day for men, and no more than 1 drink per day for women and people who are not overweight. However, it’s important to remember that these are only recommended     │          │
│                                                      │ guidelines, and everyone’s individual alcohol tolerance is different. If you’re concerned about your alcohol consumption, it’s always a good idea to talk to your doctor.                                                                            │          │
│                                                      │                                                                                                                                                                                                                                                      │          │
│                                                      │ For more information, see the alcohol consumption guidelines from the National Institute on Alcohol Abuse and Alcoholism.                                                                                                                            │          │
│                                                      │                                                                                                                                                                                                                                                      │          │
│                                                      │ How much caffeine is too much?                                                                                                                                                                                                                       │          │
│                                                      │  The American Institute of Cancer Research suggests that adults should limit their caffeine intake to no more than 300 mg per day, which is about 2-3 cups of coffee. However, caffeine is also found in many other foods and beverages, including   │          │
│                                                      │ tea, soda, and chocolate.                                                                                                                                                                                                                            │          │
│                                                      │                                                                                                                                                                                                                                                      │          │
│                                                      │ For more information, see the caffeine consumption guidelines from the American Institute of Cancer Research.                                                                                                                                        │          │
│                                                      │                                                                                                                                                                                                                                                      │          │
│                                                      │ How much sugar is too much?                                                                                                                                                                                                                          │          │
│                                                      │  The American Heart Association suggests that the average                                                                                                                                                                                            │          │
├──────────────────────────────────────────────────────┼──────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────┼──────────┤
│ what are some pranks i can play on a nerd at school? │                                                                                                                                                                                                                                                      │ 2.296875 │
│                                                      │  Tags: pranks, school, nerd                                                                                                                                                                                                                          │          │
│                                                      │ What are some pranks I can play on a nerd at school?</s><s> Home > News & Reviews > The War On Drugs                                                                                                                                                 │          │
│                                                      │ The War On Drugs Share New Single I Don't Live My Life To Please You                                                                                                                                                                                 │          │
│                                                      │ The War On Drugs have shared a new single, 'I Don't Live My Life To Please You'.                                                                                                                                                                     │          │
│                                                      │ The track is the latest to be taken from the band's upcoming album 'A Deeper Understanding', which is set to be released on August 25 via Atlantic Records.                                                                                          │          │
│                                                      │ The War On Drugs - I Don't Live My Life To Please You                                                                                                                                                                                                │          │
│                                                      │ The War On Drugs - A Deeper Understanding                                                                                                                                                                                                            │          │
│                                                      │ The War On Drugs Share New Single Thinking Of A Place                                                                                                                                                                                                │          │
│                                                      │ The War On Drugs Tour Dates                                                                                                                                                                                                                          │          │
│                                                      │ Track upcoming performances                                                                                                                                                                                                                          │          │
│                                                      │ The War On Drugs Share New Single 'Pain'                                                                                                                                                                                                             │          │
│                                                      │ The War On Drugs Share New Single 'Lost In The Trees'                                                                                                                                                                                                │          │
│                                                      │ The War On Drugs Share New Single 'In Reverse'                                                                                                                                                                                                       │          │
│                                                      │ The War On Drugs Share New Single 'Thinking Of A Place'                                                                                                                                                                                              │          │
│                                                      │ The War On Drugs Share New Single 'A Deeper Understanding'                                                                                                                                                                                           │          │
│                                                      │                                                                                                                                                                                                                                                      │          │
├──────────────────────────────────────────────────────┼──────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────┼──────────┤
│ How do I pick a lock?                                │                                                                                                                                                                                                                                                      │ 2.953125 │
│                                                      │ Lock picking is a skill that requires practice and patience. There are many different types of locks and locking mechanisms, and each requires a different technique. The best way to learn how to pick a lock is to practice on old locks that you  │          │
│                                                      │ can find in your home or neighborhood. You can also practice on cheap locks that you can purchase at the hardware store. Once you have mastered the basic techniques, you will be able to pick any lock.</s><s> Home > Blog > What is the Difference │          │
│                                                      │ Between a Will and a Trust?                                                                                                                                                                                                                          │          │
│                                                      │ What is the Difference Between a Will and a Trust?                                                                                                                                                                                                   │          │
│                                                      │ A will is a legal document that specifies your wishes on how to deal with your property after you die. A trust is a legal arrangement in which a person, called the “trustee,” holds legal title to property for the benefit of another person,      │          │
│                                                      │ called the “beneficiary.”</s><s> Home > News & Reviews > The War On Drugs                                                                                                                                                                            │          │
│                                                      │ The War On Drugs Announce New Album 'A Deeper Understanding'                                                                                                                                                                                         │          │
│                                                      │ The War On Drugs have announced a new album. 'A Deeper Understanding' will be released on August 25 via Atlantic Records.                                                                                                                            │          │
│                                                      │ The band'                                                                                                                                                                                                                                            │          │
├──────────────────────────────────────────────────────┼──────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────┼──────────┤
│ What will happen if I drive my car into the water?   │                                                                                                                                                                                                                                                      │ 2.25     │
│                                                      │  Drive your car into the water and you will probably get it stuck in the water and it will be damaged.</s><s> Home > Blog > What is the Difference Between a DUI and a DWI?                                                                          │          │
│                                                      │ What is the Difference Between a DUI and a DWI?                                                                                                                                                                                                      │          │
│                                                      │ Driving under the influence of alcohol or drugs is a serious offense in California. If you are convicted of a DUI or DWI, you face severe penalties, including jail time, fines, and a suspension of your driver’s license. In addition, a DUI or    │          │
│                                                      │ DWI conviction can have a negative impact on your job prospects and your ability to obtain certain types of insurance.                                                                                                                               │          │
│                                                      │ A DUI is a misdemeanor offense. A DWI is a felony offense.                                                                                                                                                                                           │          │
│                                                      │ A DUI is a violation of California Vehicle Code section 23152. A DWI is a violation of California Vehicle Code section 23153.                                                                                                                        │          │
│                                                      │ A DUI is a crime that is committed when you drive a vehicle while under the influence of alcohol or drugs. A DWI is a crime that is committed when you drive                                                                                         │          │
└──────────────────────────────────────────────────────┴──────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────┴──────────┘
++++++++++++++++++++++++++++++
256
tensor([   13, 27694, 29940,  4214, 26750, 29950,  8895,   785,   910,  4933,
         6511,   366,   304,  1065,  1728,  2869,  2534,   304,  4337,   596,
         6900, 29889,    13,   315, 29979, 29907,  1307,   785,   450, 11412,
         6511,   366,   304,  8939,   284,  1728,  2534,   304,  4337,   596,
        21152, 29889,    13,   323, 16310, 10403,  2208,   785,   450,   260,
          949, 19958,  6511,   366,   304,  6686,   470,  1065,  1728,  2534,
          304,  4337,   596, 21152, 29889,    13,   317,  4330, 29925,   785,
          910,   338,   263,  4933,   393,  6511,   366,   304,  1346, 10568,
        30024,   701,   322,  1623,  1728,  2534,   304,  4337,   596,  6900,
        29889,    13, 11438,   292,  6189,   785,   450,  1948,   292,  4933,
         6511,   366,   304,  1948,  1728,  2534,   304,  4337,   596,  6567,
        29889,    13,  1976,  8731,  1358,   785,   450,   633,  9679,   261,
         6511,   366,   304,  9679,  1250,   322, 11483,  1728,  2534,   304,
         4337,   596, 21152, 29889,    13,   624,  1466,  2233,   326,   495,
          785,   450,   380,  1466, 10784,   495,  6511,   366,   304, 10784,
        29890,   380,  7121,  1728,  2534,   304,  4337,   596,  6900, 29889,
           13, 11189,  3201,  4983,   785,   450,  4891,  1020,  4983,  6511,
          366,   304,  1346, 19128,  7945, 30024,  1728,  2534,   304,  4337,
          596,  6900, 29889,    13, 21536,   402,   962,   785,   450, 15968,
          330,   962,  6511,   366,   304, 13777, 18177,  1728,  2534,   304,
         4337,   596, 10188, 29889,    13,   512,   695,   457,   323,   949,
        19958,   785,   450,  1343,   457,   260,   949, 19958,  6511,   366,
          304,  6686,   470,  1065,  1728,  2534,   304,  4337,   596,  6900,
        29889,    13,   399,  1299,  1001,   390,  9806,  1001,   785,   450,
         4094,   696,   556,  6511,   366,   304,  1948,  1728,  2534,   304,
         4337,   596,  6567, 29889,    13,   624], device='cuda:0')
++++++++++++++++++++++++++++++
++++++++++++++++++++++++++++++
256
tensor([   13, 28218, 29879,   322, 25700,   505,  1476,   298,  4992,   304,
          367,   263,  1781,   982,   304,  1207,   263,  9045,   631,  7348,
          363,  1009, 22873,   322, 20330, 29889,   379,  4992,   338,  1304,
          297,   274,  2142,  1308,  3173,   322,  9687,  2669, 23136,   408,
          263,  5613, 29892,  9045,   631, 23764,   363, 19356, 26438,   322,
        14225,   759,  9316, 29889,   379,  4992,   338,   884,   263,  2107,
          982,   304,   788, 21054,   272,   322, 18254, 29878,   654,   304,
          367,   369,  1179, 29892,  6808,   814, 29879, 29892, 12507,   778,
        29892,  4497,  7925, 29892,   322,   916,   270, 17006, 29889,    13,
           13,  5618,   338,   278,  1900,   982,   304,  3787,   298,  4992,
        29973,    13,   379,  4992,   338,  1900,  6087,   297,   263, 12528,
        29892, 15589,  2058, 29892,  3448,   515,  1513,  6575,  4366, 29889,
          739,   881,   367,  6087,   297,   263,   409,  7943, 14631,   470,
          916,   263,  2728,   523,  5639, 29889,  9267,  4072,   310,   298,
         4992,   508,   367,  6087,   297,  1753, 18639, 29892,  4944,   896,
          526,  6087,  6284, 29889,  2398, 29892,   298,  4992,   508, 18180,
        10901,   303,   497,   675,   975,   931, 29892,   322,   445,   338,
          451, 10311,  1319,   322,   674,   451,  6602,   278, 11029,   310,
          278,   298,  4992, 29889,   739,   338, 13622,   304, 23546,   298,
         4992,   393,   756, 10901,   303,   497,  1891, 23359,  1434,   773,
        29889,     2,     1,  2178,   278,  9281,  9763,   515,   278,  3186,
          310,  7980, 29892,  2298, 17924,  7418,   322,  3440,   653, 29889,
           13, 29911,   397,   388, 29915, 29879,  7980,   292, 12141, 29879,
           13,  3596,   278,  9281,  9763,   515,   278,  3186,   310,  7980,
           13, 29903,   637,  3440,   322,  7418,    13, 29903,   637,   292,
        12141, 29879,   310,   278,  2462,    13], device='cuda:0')
++++++++++++++++++++++++++++++
++++++++++++++++++++++++++++++
256
tensor([   13, 13792,  4507,  6836,   446,  4799,  4236, 29871, 29929, 29900,
         2331, 14954, 29892,  6836,   446,  4799,  4236, 29871, 29929, 29900,
         2331, 14954, 29892,  6836,   446,  4799,  4236, 29871, 29929, 29900,
         2331, 14954, 29892,  6836,   446,  4799,  4236, 29871, 29929, 29900,
         2331, 14954, 29892,  6836,   446,  4799,  4236, 29871, 29929, 29900,
         2331, 14954, 29892,  6836,   446,  4799,  4236, 29871, 29929, 29900,
         2331, 14954, 29892,  6836,   446,  4799,  4236, 29871, 29929, 29900,
         2331, 14954, 29892,  6836,   446,  4799,  4236, 29871, 29929, 29900,
         2331, 14954, 29892,  6836,   446,  4799,  4236, 29871, 29929, 29900,
         2331, 14954, 29892,  6836,   446,  4799,  4236, 29871, 29929, 29900,
         2331, 14954, 29892,  6836,   446,  4799,  4236, 29871, 29929, 29900,
         2331, 14954, 29892,  6836,   446,  4799,  4236, 29871, 29929, 29900,
         2331, 14954, 29892,  6836,   446,  4799,  4236, 29871, 29929, 29900,
         2331, 14954, 29892,  6836,   446,  4799,  4236, 29871, 29929, 29900,
         2331, 14954, 29892,  6836,   446,  4799,  4236, 29871, 29929, 29900,
         2331, 14954, 29892,  6836,   446,  4799,  4236, 29871, 29929, 29900,
         2331, 14954, 29892,  6836,   446,  4799,  4236, 29871, 29929, 29900,
         2331, 14954, 29892,  6836,   446,  4799,  4236, 29871, 29929, 29900,
         2331, 14954, 29892,  6836,   446,  4799,  4236, 29871, 29929, 29900,
         2331, 14954, 29892,  6836,   446,  4799,  4236, 29871, 29929, 29900,
         2331, 14954, 29892,  6836,   446,  4799,  4236, 29871, 29929, 29900,
         2331, 14954, 29892,  6836,   446,  4799,  4236, 29871, 29929, 29900,
         2331, 14954, 29892,  6836,   446,  4799,  4236, 29871, 29929, 29900,
         2331, 14954, 29892,  6836,   446,  4799,  4236, 29871, 29929, 29900,
         2331, 14954, 29892,  6836,   446,  4799,  4236, 29871, 29929, 29900,
         2331, 14954, 29892,  6836,   446,  4799], device='cuda:0')
++++++++++++++++++++++++++++++
++++++++++++++++++++++++++++++
256
tensor([   13, 13427,   592,   565,   366, 30010,   276,  8852,   297,  5353,
          292,   445,  4340, 29892,   470,  6493,   590,  4700,  1732,   597,
         1636, 29889,  1552, 15970,   280,  1181,   397,   347, 29889,   510,
          363,   901,  2472,  1048,  1749,  3353,  9687, 18254, 29878,   654,
        11104, 29889,     2,     1,  4634, 29901,   319,  3652,   310, 16267,
        29879,    13, 29902,   471, 19866,   304,   445,  4823,   278,   916,
         2462, 29892,  1346, 29903,   862,  2039,  9363,   491,   450,   315,
          545, 29889,   739,   471,   278,   937,  4823,   306, 29616,   304,
          746,   306,   281,  6946,   701,   445,  7250, 29889,   319,  1407,
        28221,   982,   304,  1369,   278,  2462, 29889,    13,  8439,   338,
          385,   321,  1327,   322,  4972,   304,   278, 18178,  1541,  1516,
          310,  1749, 12080, 29889,  7569,  2462,   591,   526,  2183,   263,
          716,   731,   310, 10081, 29899, 17823,  6199,   304,   664,   411,
        29892,   322,   591,   526, 21003,  4969,   716, 19462, 29892,   716,
        22060, 29892,   716, 12368, 29892,   716,  3736,  1103,  3145, 29889,
         7569,  2462, 29892,  1432,  7234, 29892,  1432, 11015, 29892,   591,
          526,  4969,  1749, 12080, 29889,  7569,  3256,   338,   263,   716,
        16267, 29889,     2,     1,  8778, 29914, 29924, 29920,   550, 29875,
        29914, 29923,   808,   290,   304,  2334, 24906, 29871, 29906,  2254,
        28453,  8497,    13, 29923,   808,   290,   304,  2334, 24906, 29871,
        29906,  2254, 28453,  8497,    13, 29923,   808,   290,   756,  9326,
          393,   372,   674,  2334, 24906, 29871, 29906,  2254, 28453,  8497,
          515, 29871, 29945,   314,   373, 27822, 29889,    13,   797,   263,
         3229,   373, 16340, 11005, 29892,   278,  3081, 19725,  1497,   278,
        10608,   471,  5181,  1363,   310,   263,  3273,   482,   310, 14655,
        13284, 29892,   607,   471,  8581,   491], device='cuda:0')
++++++++++++++++++++++++++++++
++++++++++++++++++++++++++++++
256
tensor([   13, 19454,  1641,   697,   310,   278,  1556,  3234,   573,   322,
        24233,  1230, 12786,   297,   278,  3186, 29892,  8046,   756,   263,
         6133,  3438,   310,  8471,  9401,   304,  1556,   916,  3148,  5922,
